object_number,split,pupil_tier,creator,title,n_tiles,z_B_tile,z_B_fixed_refit,rank_z_B_tile,tile_iqr_sigma,support_grad_mag_mean,med_grad_mag_mean,mean_grad_mag_mean,iqr_grad_mag_mean,z_grad_mag_mean,support_grad_mag_std,med_grad_mag_std,mean_grad_mag_std,iqr_grad_mag_std,z_grad_mag_std,support_grad_orient_entropy,med_grad_orient_entropy,mean_grad_orient_entropy,iqr_grad_orient_entropy,z_grad_orient_entropy,support_laplacian_var,med_laplacian_var,mean_laplacian_var,iqr_laplacian_var,z_laplacian_var,support_lbp_entropy,med_lbp_entropy,mean_lbp_entropy,iqr_lbp_entropy,z_lbp_entropy,support_glcm_contrast,med_glcm_contrast,mean_glcm_contrast,iqr_glcm_contrast,z_glcm_contrast,support_lab_chroma_mean,med_lab_chroma_mean,mean_lab_chroma_mean,iqr_lab_chroma_mean,z_lab_chroma_mean,support_hue_circ_std,med_hue_circ_std,mean_hue_circ_std,iqr_hue_circ_std,z_hue_circ_std
SK-A-4166,pupil,tier1,Govert Flinck,"Portret van een man, mogelijk Gozen Centen (1611/12-1677)",20,0.46229315,0.66317268,61,0.42222602,20,0.064672967,0.063347575,0.01736224,-0.62665182,20,0.066861709,0.067416769,0.01955655,-0.17634878,20,2.9835132,2.9782905,0.019239045,0.40741194,20,0.0016205154,0.0015758454,0.00082665937,-0.35464751,20,3.174687,3.1733736,0.019606059,0.54256240,20,0.42960418,0.43780944,0.17755056,-0.46856920,20,8.8144091,7.9679236,2.4545803,-0.12474834,20,0.11260685,0.13505896,0.077922825,-0.68167124
SK-A-43,pupil,tier1,Ferdinand Bol,Portrait of a Man,20,0.73061379,0.91536370,32,0.65491944,20,0.086013288,0.090136387,0.045576942,-0.01829880,20,0.053015875,0.059856706,0.025954173,-0.57566575,20,2.9927393,2.9904769,0.0077298202,0.63251684,20,0.00079889538,0.0010568257,0.00091171081,-0.64012220,20,3.1943602,3.1879898,0.039960116,0.78130740,20,0.40818653,0.46778119,0.2896944,-0.51006826,20,13.861212,16.131035,6.7468375,0.64637278,20,0.091419111,0.099215098,0.036303059,-1.35661474
SK-A-4674,cohort,,,Musical Company,20,2.86753043,4.48307997,4,2.89583268,20,0.16785369,0.20021402,0.10133222,2.96694362,20,0.17437465,0.18741729,0.12166313,4.57665874,20,2.9766465,2.9696532,0.027005991,0.24724768,20,0.0099105464,0.012568513,0.008099706,3.42259848,20,3.1753522,3.1722413,0.029598689,0.57226295,20,2.1076798,2.914983,2.1286085,4.10787544,20,22.511542,23.08831,21.472864,2.34924710,20,0.17013284,0.17953826,0.09112953,1.23971256
SK-A-4691,cohort,,,Self Portrait,20,0.32999012,0.54964668,64,0.99691244,20,0.087852492,0.10143329,0.071483117,0.03511481,20,0.074873673,0.084763667,0.065038402,0.05629740,20,2.9797117,2.9763165,0.019111416,0.32478181,20,0.00095350248,0.0014291457,0.0018413081,-0.61027719,20,3.1594748,3.1332127,0.037013293,0.36982694,20,0.48054198,0.62749747,0.58666282,-0.38224985,20,11.692357,12.801206,5.6095225,0.32511693,20,0.1344745,0.14169533,0.044510153,0.01536081
SK-A-4702,pupil,tier2,Jan Lievens,Old Woman Reading,20,1.55358074,0.69839852,8,2.79841277,20,0.17799704,0.18044841,0.099656738,2.60390140,20,0.14118184,0.14873485,0.071068837,1.96706053,20,2.9946146,2.9805066,0.02685838,0.67827274,20,0.007111429,0.0079521697,0.0081051413,1.55318914,20,3.1688054,3.1627321,0.034379846,0.47118710,20,1.8277885,2.0029713,2.0103644,2.24056652,20,14.175178,18.028033,18.198798,0.69434478,20,0.14185716,0.16480323,0.13347594,0.25010899
SK-A-4717,cohort,,,Tobit and Anna with the Kid,20,0.93904349,0.81809515,20,1.73046410,20,0.097844244,0.11717662,0.081709761,0.32925684,20,0.11183715,0.1184626,0.060423083,1.20430760,20,2.9521871,2.9376955,0.053896079,-0.36872931,20,0.001513833,0.0026365166,0.0032534004,-0.40504976,20,3.1331276,3.1307899,0.067241463,0.03931925,20,0.60454638,0.90261071,0.88682094,-0.13340133,20,20.071888,19.492231,16.256555,1.80038689,20,0.17408781,0.17509608,0.065546626,1.39100433
SK-A-4833,cohort,,,Portrait van Haesje Jacobsdr van Cleyburgh,20,0.79588680,0.73020262,28,0.69787830,20,0.046995369,0.052752127,0.028836795,-1.21585472,20,0.030314331,0.044942943,0.03642258,-1.33463145,20,2.9693926,2.9687186,0.022146923,0.06470614,20,0.00029047968,0.00053579411,0.00050180896,-0.85951868,20,3.1382655,3.1327193,0.054036318,0.10349661,20,0.23115659,0.26567097,0.14378924,-0.89962631,20,6.5233815,6.5551149,4.8431128,-0.49215729,20,0.13559869,0.15353337,0.13999236,0.05220678
SK-A-4853,pupil,tier1,Ferdinand Bol,De vredesonderhandelingen tussen Claudius Civilis en Quintus Petillius Cerealis op de afgebroken brug,20,0.50904460,0.39627315,55,0.73330478,20,0.091205747,0.11795971,0.05286462,0.12972372,20,0.069423309,0.092376427,0.04446091,-0.10247168,20,2.9915033,2.9874926,0.007825694,0.60235958,20,0.00080838116,0.002386888,0.0015919114,-0.63682633,20,3.1918352,3.1788029,0.019693403,0.75066435,20,0.4441384,0.95420209,0.46085895,-0.44040755,20,10.495955,11.842306,3.7543675,0.13218175,20,0.15625572,0.1522187,0.065599616,0.70878058
SK-A-4881,pupil,tier1,Nicolaes Maes,"Portrait of a young man, possibly Simon van Alphen (1650-1730)",20,1.14043045,0.66758064,13,2.36939894,20,0.10403472,0.11029294,0.096792024,0.49544182,20,0.13927534,0.12902015,0.11876285,1.91207638,20,2.9870086,2.9843562,0.013255311,0.49269687,20,0.0065051226,0.006613229,0.0077956623,1.34252590,20,3.1271852,3.1244219,0.056161823,-0.03389509,20,1.4500221,1.493004,1.6999393,1.50860256,20,4.6717849,6.7629608,9.9725687,-0.75771634,15,0.17379877,0.18280157,0.063730772,1.26762122
SK-A-4888,pupil,tier1,Nicolaes Maes,Portret van Pieter Groenendijk,20,0.66997457,0.54273084,39,1.07211086,20,0.073361532,0.076500016,0.027676496,-0.37896507,20,0.089413921,0.096141656,0.070379782,0.47406205,20,2.9922951,2.9905425,0.0036811725,0.62167921,20,0.0026074729,0.0033474899,0.0039005,-0.01172576,20,3.1757567,3.1729298,0.033438896,0.55554360,20,0.66862071,0.80080609,0.78554204,-0.00544843,20,6.0435984,5.8575439,2.6695638,-0.54811151,20,0.18085093,0.19533196,0.045136009,1.49227037
SK-A-4889,pupil,tier1,Nicolaes Maes,Portret van Petronella Dunois,20,0.66989685,1.55303362,40,1.42284768,20,0.093616008,0.094667113,0.043288805,0.19843355,20,0.11395467,0.11437109,0.055882101,1.18182279,20,2.9864706,2.983723,0.011672785,0.47956868,20,0.0052688561,0.0057437336,0.0048497787,0.91298091,20,3.1448862,3.1428942,0.036123022,0.18091528,20,1.0871187,1.2295233,0.96316348,0.80543750,20,6.7618867,8.9195437,5.7771728,-0.43836138,20,0.14862483,0.15789456,0.1156188,0.46569567
SK-A-5033,cohort,,,Portrait of Marten Soolmans,20,0.72857898,1.29008584,33,0.72223003,20,0.069119704,0.086534154,0.026372022,-0.51858587,20,0.058274751,0.092394003,0.020278698,-0.43882052,20,2.9883197,2.9780551,0.018562633,0.54477706,20,0.0019825976,0.0058209129,0.0021996467,-0.23583298,20,3.113631,3.0931029,0.057077732,-0.20435602,20,0.5055356,1.270581,0.38985932,-0.33182923,20,2.2494574,2.3108572,1.3030871,-1.21261535,16,0.095098735,0.22893717,0.065933633,-1.34551725
SK-A-5092,cohort,,,The Standard Bearer,20,0.73873060,0.73451461,31,0.92613368,20,0.085335158,0.11249658,0.041100672,-0.03871452,20,0.062403816,0.084900745,0.032036539,-0.31465802,20,2.9916671,2.972462,0.023812579,0.63155495,20,0.0014212808,0.0043651972,0.002184192,-0.43868819,20,3.1734336,3.1675486,0.03430459,0.54759993,20,0.48781294,1.1068662,0.47910905,-0.36756420,20,12.642326,14.365902,8.9226712,0.47673147,20,0.085440655,0.11607992,0.098195623,-1.73543185
SK-A-582,pupil,tier1,Govert Flinck,"Portret van een man, vermoedelijk Augustijn Wtenbogaert (1577-1655)",20,0.77012792,0.68946920,29,1.64594060,20,0.047711973,0.060565826,0.035837959,-1.11016244,20,0.053240385,0.055758535,0.025139383,-0.56919082,20,2.9753201,2.885555,0.093047762,0.20751127,20,0.00056351414,0.0010150433,0.00070532336,-0.72190621,20,3.1521949,3.0049741,0.1978287,0.26960998,20,0.26715561,0.36968537,0.28428896,-0.78333116,20,6.7383377,14.432575,19.812507,-0.44195953,20,0.0925673,0.11856807,0.10478665,-1.32003874
SK-A-683,pupil,tier1,Ferdinand Bol,Roelof Meulenaer (1618/19-1691). Amsterdam Mercantile Courier or Postmaster on the Antwerp Route,20,0.70603733,0.62158492,36,0.90631668,20,0.099390894,0.12432094,0.060182461,0.36305944,20,0.079852964,0.092899366,0.027016892,0.19832191,20,2.9886659,2.9462445,0.018861124,0.53313236,20,0.0013636244,0.0031181898,0.0019667343,-0.44390518,20,3.2025745,3.1437995,0.018585766,0.88099212,20,0.54893391,1.0870102,0.53336854,-0.23735475,20,6.804847,8.6353137,8.6937775,-0.43179732,19,0.086226672,0.1006043,0.059001629,-1.52202191
SK-A-684,pupil,tier1,Ferdinand Bol,Maria Rey (1630/31-1703). Echtgenote van Roelof Meulenaer,20,0.59487693,0.30761776,45,0.86367417,20,0.11310314,0.12837128,0.036936411,0.75395732,20,0.073219704,0.091704452,0.035089663,0.00701721,20,2.9938614,2.8418745,0.0081804365,0.65989428,20,0.0015677561,0.0027883507,0.001245019,-0.37297892,20,3.2141807,3.0499708,0.018635452,1.02183876,20,0.60417008,0.98054458,0.36919435,-0.13032859,20,5.8156828,8.5833089,9.330907,-0.58293563,19,0.15082314,0.16270367,0.14084016,0.53572376
SK-A-686,pupil,tier1,Gerrit Dou,Johan Wittert van der Aa (1604-1670),20,0.50967912,0.37407810,54,0.63160586,20,0.064997901,0.072490248,0.026589961,-0.61738887,20,0.059943098,0.071848176,0.050801404,-0.37588308,20,2.978216,2.970237,0.020706303,0.27816857,20,0.0010735427,0.0016454156,0.0009921144,-0.54469504,20,3.1746261,3.1703468,0.020545673,0.54182332,20,0.40236596,0.50156294,0.25189663,-0.52134625,20,11.383415,12.193513,8.9471587,0.26778031,20,0.11084007,0.14913783,0.10573787,-0.73795272
SK-A-714,pupil,tier1,Ferdinand Bol,"Portret van een vrouw, mogelijk Elisabeth Bas",20,0.57636083,0.71120908,47,1.24710452,20,0.099886634,0.11135372,0.053411589,0.37719160,20,0.084732688,0.10293127,0.04762495,0.33905424,20,2.9920801,2.989244,0.0084201775,0.61643381,20,0.001524921,0.0026060801,0.0022361103,-0.38786211,20,3.2000289,3.1961478,0.017567051,0.85009974,20,0.61325785,0.88129202,0.70168727,-0.11272005,20,3.6540108,6.5713413,7.4257697,-0.91322610,14,0.1167969,0.15185779,0.13855711,-0.54819543
SK-A-86,pupil,tier1,Gerrit Dou,Man Smoking a Pipe,20,1.17449960,1.46185901,12,0.31718413,20,0.089620918,0.091281566,0.011920827,0.08454467,20,0.066464477,0.071944138,0.0096263882,-0.18780504,20,2.9071649,2.9165784,0.05377292,-1.45538360,20,0.0028364783,0.0028693005,0.00094398909,0.06784293,20,3.1353558,3.1357559,0.02165545,0.06525838,20,0.77900714,0.7829975,0.1581206,0.20843741,20,2.8444368,2.9322737,0.061384414,-1.03692412,15,0.046628534,0.06331194,0.093666459,-2.78343591
SK-A-87,pupil,tier1,Gerrit Dou,The Night School,20,4.46912601,2.70014837,2,0.31943234,20,0.015906739,0.020393825,0.009074509,-2.01684096,20,0.013620798,0.019836267,0.010441555,-1.71182857,20,2.6509292,2.6286684,0.29494314,-7.70719073,20,4.296849e-05,5.728317e-05,3.5390879e-05,-0.90277157,20,2.3474464,2.3894743,0.43531936,-9.49642238,20,0.074408022,0.074958744,0.074595213,-1.15680078,20,2.9896261,4.6473839,2.2103483,-1.01474006,13,0.13855324,0.13118631,0.10836492,0.14486111
SK-A-88,pupil,tier1,Gerrit Dou,Een kluizenaar in gebed,20,1.13733312,1.51431420,14,0.32493980,20,0.094551902,0.10281299,0.017395671,0.22511326,20,0.065091477,0.073869943,0.015150264,-0.22740268,20,2.9933619,2.9920828,0.0064637995,0.64770720,20,0.001840537,0.0019097024,0.00044698077,-0.27820027,20,3.2066211,3.2060029,0.013375832,0.93009925,20,0.57970895,0.64445947,0.10989963,-0.17772473,20,25.743231,30.947344,10.095094,2.46187367,20,0.081557755,0.082361501,0.029568363,-1.67075205
